date,location,time_unit,time,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,deaths_2022_all_ages,new_deaths,new_cases_smoothed,new_tests_smoothed,positive_test_percent,stringency_index,people_vaccinated,people_fully_vaccinated,total_boosters,people_vaccinated_percent,people_fully_vaccinated_percent,total_boosters_percent,population,positive_rate,deaths_min,deaths_max,deaths_mean,deaths_noncovid
2020-01-05,Antigua and Barbuda,monthly,1,,,,,,,33.25,44.4,46.6,43.0,54.0,,,,,,,,,,,,,,,,33.25,46.6,41.8125,
2020-01-12,Antigua and Barbuda,monthly,2,,,,,,,32.5,43.8,44.2,48.0,53.0,,,,,,,,,,,,,,,,32.5,48.0,42.125,
2020-01-19,Antigua and Barbuda,monthly,3,,,,,,,31.75,43.2,41.8,53.0,52.0,,,,,,,,,,,,,,,,31.75,53.0,42.4375,
2020-01-26,Antigua and Barbuda,monthly,4,,,,,,,31.0,42.6,39.4,58.0,51.0,,,,,,,,,,,,,,,,31.0,58.0,42.75,
2020-02-02,Antigua and Barbuda,monthly,5,,,,,,36.0,34.6,42.0,37.0,63.0,50.0,,,,,,,,,,,,,,,,34.6,63.0,42.519999999999996,
2020-02-09,Antigua and Barbuda,monthly,6,,,,,,40.25,38.2,43.75,37.75,62.5,49.25,,,,,,,,,,,,,,,,37.75,62.5,44.489999999999995,
2020-02-16,Antigua and Barbuda,monthly,7,,,,,,44.5,41.8,45.5,38.5,62.0,48.5,,,,,,,,,,,,,,,,38.5,62.0,46.46,
2020-02-23,Antigua and Barbuda,monthly,8,,,,,,48.75,45.4,47.25,39.25,61.5,47.75,,,,,,,,,,,,,,,,39.25,61.5,48.43,
2020-03-01,Antigua and Barbuda,monthly,9,,,,,,53.0,49.0,49.0,40.0,61.0,47.0,,,,,,,,,,,,,,,,40.0,61.0,50.4,
2020-03-08,Antigua and Barbuda,monthly,10,,,,,,54.4,51.0,49.75,45.0,57.0,49.6,,,,,,,,,,,,,,,,45.0,57.0,51.42999999999999,
2020-03-15,Antigua and Barbuda,monthly,11,,,,,,55.8,53.0,50.5,50.0,53.0,52.2,,,,0.0,0.0,,,,,,,,,98728.0,,50.0,55.8,52.46,
2020-03-22,Antigua and Barbuda,monthly,12,,,,,,57.2,55.0,51.25,55.0,49.0,54.8,,,,0.286,0.0,,,,,,,,,98728.0,,49.0,57.2,53.489999999999995,
2020-03-29,Antigua and Barbuda,monthly,13,,,,,,58.6,57.0,52.0,60.0,45.0,57.4,,,,4.286,0.0,,,,,,,,,98728.0,,45.0,60.0,54.52,
2020-04-05,Antigua and Barbuda,monthly,14,,,,,,60.0,57.75,49.25,60.0,44.0,60.0,,,0.0,5.428,0.0,,,,,,,,,98728.0,,44.0,60.0,54.2,60.0
2020-04-12,Antigua and Barbuda,monthly,15,,,,,,50.0,58.5,46.5,60.0,43.0,57.25,,,0.75,8.285,0.0,,,,,,,,,98728.0,,43.0,60.0,51.6,56.5
2020-04-19,Antigua and Barbuda,monthly,16,,,,,,40.0,59.25,43.75,60.0,42.0,54.5,,,1.5,3.9989999999999997,0.0,,,,,,,,,98728.0,,40.0,60.0,49.0,53.0
2020-04-26,Antigua and Barbuda,monthly,17,,,,,,30.0,60.0,41.0,60.0,41.0,51.75,,,2.25,0.715,0.0,,,,,,,,,98728.0,,30.0,60.0,46.4,49.5
2020-05-03,Antigua and Barbuda,monthly,18,,,,,,20.0,54.8,43.6,60.0,40.0,49.0,,,3.0,0.715,0.0,,,,,,,,,98728.0,,20.0,60.0,43.68,46.0
2020-05-10,Antigua and Barbuda,monthly,19,,,,,,26.5,49.6,46.2,59.5,39.5,49.75,,,2.25,0.572,0.0,,,,,,,,,98728.0,,26.5,59.5,44.260000000000005,47.5
2020-05-17,Antigua and Barbuda,monthly,20,,,,,,33.0,44.4,48.8,59.0,39.0,50.5,,,1.5,0.0,0.0,,,,,,,,,98728.0,,33.0,59.0,44.839999999999996,49.0
2020-05-24,Antigua and Barbuda,monthly,21,,,,,,39.5,39.2,51.4,58.5,38.5,51.25,,,0.75,0.0,0.0,,,,,,,,,98728.0,,38.5,58.5,45.42,50.5
2020-05-31,Antigua and Barbuda,monthly,22,,,,,,46.0,34.0,54.0,58.0,38.0,52.0,,,0.0,0.143,0.0,,,,,,,,,98728.0,,34.0,58.0,46.0,52.0
2020-06-07,Antigua and Barbuda,monthly,23,,,,,,45.6,36.25,50.0,54.0,44.25,50.0,,,0.0,0.8579999999999999,0.0,,,,,,,,,98728.0,,36.25,54.0,46.019999999999996,50.0
2020-06-14,Antigua and Barbuda,monthly,24,,,,,,45.2,38.5,46.0,50.0,50.5,48.0,,,0.0,0.0,0.0,,,,,,,,,98728.0,,38.5,50.5,46.04,48.0
2020-06-21,Antigua and Barbuda,monthly,25,,,,,,44.8,40.75,42.0,46.0,56.75,46.0,,,0.0,0.0,0.0,,,,,,,,,98728.0,,40.75,56.75,46.06,46.0
2020-06-28,Antigua and Barbuda,monthly,26,,,,,,44.4,43.0,38.0,42.0,63.0,44.0,,,0.0,22.855999999999998,0.0,,,,,,,,,98728.0,,38.0,63.0,46.08,44.0
2020-07-05,Antigua and Barbuda,monthly,27,,,,,,44.0,38.0,39.0,44.2,61.2,42.0,,,0.0,19.715,0.0,,,,,,,,,98728.0,,38.0,61.2,45.279999999999994,42.0
2020-07-12,Antigua and Barbuda,monthly,28,,,,,,42.25,33.0,40.0,46.4,59.4,43.0,,,0.0,3.5709999999999997,0.0,,,,,,,,,98728.0,,33.0,59.4,44.21,43.0
2020-07-19,Antigua and Barbuda,monthly,29,,,,,,40.5,28.0,41.0,48.6,57.6,44.0,,,0.0,2.7139999999999995,0.0,,,,,,,,,98728.0,,28.0,57.6,43.14,44.0
2020-07-26,Antigua and Barbuda,monthly,30,,,,,,38.75,23.0,42.0,50.8,55.8,45.0,,,0.0,3.715,0.0,,,,,,,,,98728.0,,23.0,55.8,42.07000000000001,45.0
2020-08-02,Antigua and Barbuda,monthly,31,,,,,,37.0,30.6,43.0,53.0,54.0,46.0,,,0.0,11.001999999999999,0.0,,,,,,,,,98728.0,,30.6,54.0,43.519999999999996,46.0
2020-08-09,Antigua and Barbuda,monthly,32,,,,,,40.6,38.2,44.5,51.75,54.75,45.6,,,0.0,2.429,0.0,,,,,,,,,98728.0,,38.2,54.75,45.96,45.6
2020-08-16,Antigua and Barbuda,monthly,33,,,,,,44.2,45.8,46.0,50.5,55.5,45.2,,,0.0,0.42899999999999994,0.0,,,,,,,,,98728.0,,44.2,55.5,48.4,45.2
2020-08-23,Antigua and Barbuda,monthly,34,,,,,,47.8,53.4,47.5,49.25,56.25,44.8,,,0.0,1.287,0.0,,,,,,,,,98728.0,,47.5,56.25,50.839999999999996,44.8
2020-08-30,Antigua and Barbuda,monthly,35,,,,,,51.4,61.0,49.0,48.0,57.0,44.4,,,0.0,0.286,0.0,,,,,,,,,98728.0,,48.0,61.0,53.279999999999994,44.4
2020-09-06,Antigua and Barbuda,monthly,36,,,,,,55.0,55.25,48.0,49.5,55.8,44.0,,,0.0,0.572,0.0,,,,,,,,,98728.0,,48.0,55.8,52.71,44.0
2020-09-13,Antigua and Barbuda,monthly,37,,,,,,53.5,49.5,47.0,51.0,54.6,44.25,,,0.0,0.42899999999999994,0.0,,,,,,,,,98728.0,,47.0,54.6,51.12,44.25
2020-09-20,Antigua and Barbuda,monthly,38,,,,,,52.0,43.75,46.0,52.5,53.4,44.5,,,0.0,0.286,0.0,,,,,,,,,98728.0,,43.75,53.4,49.53,44.5
2020-09-27,Antigua and Barbuda,monthly,39,,,,,,50.5,38.0,45.0,54.0,52.2,44.75,,,0.0,2.287,0.0,,,,,,,,,98728.0,,38.0,54.0,47.94,44.75
2020-10-04,Antigua and Barbuda,monthly,40,,,,,,49.0,40.8,49.6,52.0,51.0,45.0,,,0.0,5.856,0.0,,,,,,,,,98728.0,,40.8,52.0,48.480000000000004,45.0
2020-10-11,Antigua and Barbuda,monthly,41,,,,,,49.0,43.6,54.2,50.0,49.25,46.25,,,0.0,5.999,0.0,,,,,,,,,98728.0,,43.6,54.2,49.21,46.25
