location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,stringency_index,people_vaccinated,people_fully_vaccinated,population,people_vaccinated_percent,people_fully_vaccinated_percent,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Spain,2020-01-05,1,weekly,8205.0,8886.0,8698.0,7914.0,9049.0,9605.0,8658.0,10726.0,11204.0,9127.0,8655.0,10647.0,,,,,,,,7914.0,11204.0,9207.2,
Spain,2020-01-12,2,weekly,8640.0,8440.0,9131.0,8422.0,9009.0,10415.0,8671.0,11414.0,10905.0,10025.0,9345.0,12104.0,,,,,,,,8422.0,11414.0,9507.2,
Spain,2020-01-19,3,weekly,8322.0,8419.0,9241.0,8562.0,9126.0,10738.0,8791.0,11334.0,10981.0,10476.0,9873.0,13241.0,,,,,,,,8322.0,11334.0,9599.0,
Spain,2020-01-26,4,weekly,8063.0,8699.0,8936.0,8328.0,9061.0,10625.0,8491.0,11068.0,10324.0,10141.0,9887.0,12937.0,,,,,,,,8063.0,11068.0,9373.6,
Spain,2020-02-02,5,weekly,8154.0,8657.0,9256.0,8359.0,8867.0,11046.0,8461.0,10636.0,9893.0,9964.0,9889.0,11824.0,0.0,11.11,,,46754783.0,,,8154.0,11046.0,9329.3,9889.0
Spain,2020-02-09,6,weekly,7954.0,8684.0,10064.0,8320.0,8996.0,10682.0,8556.0,9660.0,10015.0,9686.0,9090.0,10594.0,0.0,11.11,,,46754783.0,,,7954.0,10682.0,9261.7,9090.0
Spain,2020-02-16,7,weekly,8283.0,8496.0,11103.0,8609.0,8829.0,10857.0,8479.0,9017.0,10105.0,9363.0,8744.0,9700.0,0.0,11.11,,,46754783.0,,,8283.0,11103.0,9314.1,8744.0
Spain,2020-02-23,8,weekly,8059.0,8135.0,10993.0,8508.0,8396.0,10580.0,8670.0,8670.0,9656.0,9216.0,8354.0,9215.0,0.0,11.11,,,46754783.0,,,8059.0,10993.0,9088.3,8354.0
Spain,2020-03-01,9,weekly,7471.0,7822.0,10535.0,8472.0,8252.0,10058.0,8645.0,8371.0,9599.0,8920.0,8300.0,8673.0,0.0,11.11,,,46754783.0,,,7471.0,10535.0,8814.5,8300.0
Spain,2020-03-08,10,weekly,7498.0,7970.0,9309.0,8739.0,8107.0,9421.0,8653.0,8213.0,9203.0,8595.0,8382.0,8466.0,17.0,11.11,,,46754783.0,,,7498.0,9421.0,8570.8,8365.0
Spain,2020-03-15,11,weekly,7778.0,7851.0,8907.0,7947.0,7813.0,8785.0,8811.0,7906.0,8862.0,8205.0,9402.0,8264.0,272.0,48.94,,,46754783.0,,,7778.0,8907.0,8286.5,9130.0
Spain,2020-03-22,12,weekly,7568.0,7529.0,8088.0,8131.0,8034.0,8379.0,8291.0,7875.0,8616.0,8027.0,12726.0,8381.0,1483.0,71.36285714285714,,,46754783.0,,,7529.0,8616.0,8053.8,11243.0
Spain,2020-03-29,13,weekly,7237.0,7625.0,8135.0,7703.0,7728.0,8366.0,8375.0,7827.0,8628.0,8171.0,19682.0,8347.0,5031.0,71.76,,,46754783.0,,,7237.0,8628.0,7979.5,14651.0
Spain,2020-04-05,14,weekly,7299.0,7545.0,7759.0,7561.0,7743.0,8282.0,7998.0,7814.0,8414.0,8087.0,20809.0,8259.0,5838.0,85.18999999999998,,,46754783.0,,,7299.0,8414.0,7850.2,14971.0
Spain,2020-04-12,15,weekly,7476.0,7071.0,7626.0,7551.0,7635.0,7894.0,7859.0,7800.0,8335.0,8055.0,17193.0,8081.0,4568.0,85.18999999999998,,,46754783.0,,,7071.0,8335.0,7730.2,12625.0
Spain,2020-04-19,16,weekly,7156.0,6915.0,7683.0,7253.0,7258.0,7855.0,7589.0,7574.0,8112.0,7801.0,13158.0,7873.0,3244.0,85.18999999999998,,,46754783.0,,,6915.0,8112.0,7519.6,9914.0
Spain,2020-04-26,17,weekly,7228.0,7090.0,7551.0,7020.0,6999.0,7802.0,7462.0,7661.0,7735.0,7759.0,10362.0,,2737.0,85.18999999999998,,,46754783.0,,,6999.0,7802.0,7430.7,7625.0
Spain,2020-05-03,18,weekly,6815.0,6941.0,7394.0,7054.0,7307.0,7365.0,7606.0,7520.0,7359.0,7744.0,8930.0,,2074.0,85.18999999999998,,,46754783.0,,,6815.0,7744.0,7310.5,6856.0
Spain,2020-05-10,19,weekly,6884.0,6988.0,7625.0,7166.0,7344.0,7464.0,7374.0,7622.0,7595.0,7731.0,8369.0,,1357.0,81.93999999999998,,,46754783.0,,,6884.0,7731.0,7379.3,7012.0
Spain,2020-05-17,20,weekly,7272.0,6855.0,7235.0,7032.0,7049.0,7543.0,7533.0,7494.0,7511.0,7536.0,7470.0,,942.0,82.33857142857141,,,46754783.0,,,6855.0,7543.0,7306.0,6528.0
Spain,2020-05-24,21,weekly,7159.0,7218.0,6972.0,6940.0,6904.0,7234.0,7304.0,7666.0,7527.0,7436.0,7546.0,,1189.0,77.58,,,46754783.0,,,6904.0,7666.0,7236.0,6357.0
Spain,2020-05-31,22,weekly,7162.0,6743.0,7010.0,6988.0,6832.0,7096.0,7255.0,7092.0,7306.0,7618.0,7518.0,,-1625.0,69.64571428571429,,,46754783.0,,,6743.0,7618.0,7110.2,9143.0
Spain,2020-06-07,23,weekly,6475.0,6690.0,6771.0,7173.0,7136.0,7364.0,7576.0,7067.0,7109.0,7508.0,7040.0,,9.0,66.67,,,46754783.0,,,6475.0,7576.0,7086.9,7031.0
Spain,2020-06-14,24,weekly,6496.0,6851.0,6499.0,7314.0,7404.0,7152.0,7140.0,7819.0,7154.0,7016.0,6742.0,,0.0,57.40999999999998,,,46754783.0,,,6496.0,7819.0,7084.5,6742.0
Spain,2020-06-21,25,weekly,6808.0,7030.0,6589.0,6670.0,7248.0,6956.0,7173.0,7991.0,7713.0,7404.0,6938.0,,1187.0,55.094285714285704,,,46754783.0,,,6589.0,7991.0,7158.2,5751.0
Spain,2020-06-28,26,weekly,7220.0,7393.0,7267.0,6916.0,6852.0,7111.0,7345.0,7137.0,7698.0,7570.0,7400.0,,20.0,41.199999999999996,,,46754783.0,,,6852.0,7698.0,7250.9,7380.0
Spain,2020-07-05,27,weekly,7355.0,6873.0,6451.0,7301.0,6851.0,8146.0,7505.0,7156.0,7305.0,8050.0,7837.0,,42.0,45.69714285714286,,,46754783.0,,,6451.0,8146.0,7299.3,7795.0
Spain,2020-07-12,28,weekly,7298.0,6827.0,6675.0,7807.0,6736.0,8351.0,7423.0,7214.0,7366.0,7463.0,7852.0,,18.0,56.94,,,46754783.0,,,6675.0,8351.0,7316.0,7834.0
Spain,2020-07-19,29,weekly,6888.0,6618.0,6612.0,7063.0,7065.0,8164.0,7377.0,7259.0,7186.0,7301.0,7724.0,,17.0,62.23285714285714,,,46754783.0,,,6612.0,8164.0,7153.3,7707.0
Spain,2020-07-26,30,weekly,6648.0,6698.0,6844.0,6904.0,7127.0,7798.0,7295.0,7110.0,7155.0,7464.0,7943.0,,12.0,64.35000000000001,,,46754783.0,,,6648.0,7798.0,7104.3,7931.0
Spain,2020-08-02,31,weekly,6651.0,6892.0,6742.0,6795.0,6867.0,7349.0,7425.0,7596.0,7731.0,7136.0,8645.0,,13.0,64.35000000000001,,,46754783.0,,,6651.0,7731.0,7118.4,8632.0
