location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,deaths_min,deaths_max,deaths_mean,deaths_noncovid
France,2020-08-16,33,weekly,9551.0,9536.0,9831.0,9329.0,9084.0,9935.0,10176.0,10083.0,9930.0,9991.0,11767.0,,85.0,9084.0,10176.0,9744.6,11682.0
France,2020-08-23,34,weekly,9494.0,9346.0,9653.0,9444.0,9834.0,9851.0,10497.0,10394.0,10388.0,10350.0,10490.0,,104.0,9346.0,10497.0,9925.1,10386.0
France,2020-08-30,35,weekly,9512.0,9373.0,8986.0,9523.0,10242.0,10094.0,10053.0,10300.0,10140.0,10824.0,10503.0,,97.0,8986.0,10824.0,9904.7,10406.0
France,2020-09-06,36,weekly,9608.0,9488.0,9628.0,9717.0,10119.0,9829.0,10195.0,9776.0,10497.0,10095.0,10623.0,,97.0,9488.0,10497.0,9895.2,10526.0
France,2020-09-13,37,weekly,9662.0,9509.0,9628.0,9437.0,9828.0,10157.0,10192.0,10368.0,10532.0,10532.0,11199.0,,217.0,9437.0,10532.0,9984.5,10982.0
France,2020-09-20,38,weekly,9910.0,9347.0,9700.0,9823.0,10130.0,10320.0,10259.0,11081.0,10520.0,10893.0,11781.0,,369.0,9347.0,11081.0,10198.3,11412.0
France,2020-09-27,39,weekly,10250.0,9344.0,9910.0,10254.0,9544.0,10408.0,10498.0,11239.0,10453.0,10544.0,10868.0,,443.0,9344.0,11239.0,10244.4,10425.0
France,2020-10-04,40,weekly,10464.0,9785.0,10516.0,10061.0,10107.0,10758.0,10669.0,10974.0,11061.0,10910.0,11856.0,,487.0,9785.0,11061.0,10530.5,11369.0
France,2020-10-11,41,weekly,10089.0,10100.0,10339.0,9887.0,10343.0,11100.0,11289.0,11099.0,11134.0,11117.0,11841.0,,502.0,9887.0,11289.0,10649.7,11339.0
France,2020-10-18,42,weekly,10406.0,10480.0,10500.0,10578.0,10364.0,10906.0,11384.0,10839.0,10780.0,11148.0,12167.0,,753.0,10364.0,11384.0,10738.5,11414.0
France,2020-10-25,43,weekly,10611.0,10715.0,10320.0,10427.0,10163.0,11293.0,11360.0,10946.0,10999.0,11188.0,13689.0,,1166.0,10163.0,11360.0,10802.2,12523.0
France,2020-11-01,44,weekly,10506.0,10366.0,10720.0,9879.0,10551.0,11121.0,11158.0,11003.0,11194.0,11392.0,14613.0,,2409.0,9879.0,11392.0,10789.0,12204.0
France,2020-11-08,45,weekly,10182.0,10190.0,10916.0,10173.0,10643.0,10762.0,11332.0,11314.0,11484.0,11554.0,15609.0,,3432.0,10173.0,11554.0,10855.0,12177.0
France,2020-11-15,46,weekly,10209.0,10423.0,10730.0,10176.0,10711.0,10395.0,11689.0,11411.0,11249.0,11767.0,15467.0,,4123.0,10176.0,11767.0,10876.0,11344.0
France,2020-11-22,47,weekly,10299.0,10431.0,10476.0,10553.0,10978.0,10489.0,11426.0,11631.0,11459.0,12109.0,14993.0,,4192.0,10299.0,12109.0,10985.1,10801.0
France,2020-11-29,48,weekly,10745.0,10715.0,10719.0,11062.0,10713.0,10952.0,11402.0,11771.0,11595.0,12032.0,14697.0,,3605.0,10713.0,12032.0,11170.6,11092.0
France,2020-12-06,49,weekly,10868.0,10856.0,11081.0,10974.0,10996.0,11125.0,11935.0,12031.0,11324.0,11944.0,14533.0,,2837.0,10856.0,12031.0,11313.4,11696.0
France,2020-12-13,50,weekly,11170.0,10953.0,11539.0,11184.0,11605.0,11185.0,12273.0,12623.0,11501.0,12228.0,14504.0,,2768.0,10953.0,12623.0,11626.1,11736.0
France,2020-12-20,51,weekly,11593.0,11266.0,11409.0,11104.0,11751.0,11207.0,13241.0,12704.0,12021.0,12353.0,14106.0,,2650.0,11104.0,13241.0,11864.9,11456.0
France,2020-12-27,52,weekly,12180.0,11625.0,11715.0,11536.0,11744.0,11096.0,14411.0,13483.0,11954.0,12149.0,13801.0,,2202.0,11096.0,14411.0,12189.3,11599.0
France,2021-01-03,53,weekly,,,,,,,,,,,14365.0,,2297.0,11266.5,14960.0,12439.849999999999,12068.0
