location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,deaths_min,deaths_max,deaths_mean,deaths_noncovid
France,2020-01-05,1,weekly,11761.0,12437.0,11771.0,12273.0,11437.0,12804.0,11944.0,15509.0,14154.0,12814.0,12737.0,14650.0,,11437.0,15509.0,12690.4,
France,2020-01-12,2,weekly,11841.0,11834.0,11532.0,12055.0,11584.0,13142.0,12032.0,15696.0,13590.0,13355.0,13200.0,14610.0,,11532.0,15696.0,12666.1,
France,2020-01-19,3,weekly,11516.0,11285.0,11799.0,12511.0,11422.0,12803.0,12141.0,14700.0,13157.0,13249.0,12598.0,15108.0,,11285.0,14700.0,12458.3,
France,2020-01-26,4,weekly,11394.0,11288.0,11409.0,12778.0,11026.0,12617.0,11824.0,14783.0,12464.0,13666.0,12331.0,14752.0,0.0,11026.0,14783.0,12324.9,12331.0
France,2020-02-02,5,weekly,11343.0,11534.0,11629.0,12529.0,11193.0,13281.0,11734.0,14282.0,12132.0,13927.0,12541.0,14409.0,0.0,11193.0,14282.0,12358.4,12541.0
France,2020-02-09,6,weekly,11431.0,11541.0,12696.0,12430.0,11357.0,13963.0,11827.0,13405.0,12697.0,14056.0,12407.0,14128.0,0.0,11357.0,14056.0,12540.3,12407.0
France,2020-02-16,7,weekly,11758.0,11225.0,13357.0,12802.0,11672.0,14666.0,11615.0,12610.0,12645.0,13584.0,12261.0,14082.0,1.0,11225.0,14666.0,12593.4,12260.0
France,2020-02-23,8,weekly,11523.0,11034.0,13459.0,12729.0,11366.0,14326.0,11522.0,11980.0,13136.0,13501.0,11835.0,13269.0,0.0,11034.0,14326.0,12457.6,11835.0
France,2020-03-01,9,weekly,10793.0,10734.0,13380.0,13171.0,11512.0,13592.0,12033.0,11712.0,14212.0,13062.0,12042.0,12889.0,1.0,10734.0,14212.0,12420.1,12041.0
France,2020-03-08,10,weekly,11182.0,10785.0,12576.0,12875.0,11127.0,12930.0,11920.0,11482.0,14327.0,12459.0,12139.0,12713.0,17.0,10785.0,14327.0,12166.3,12122.0
France,2020-03-15,11,weekly,11137.0,10448.0,12126.0,12148.0,11123.0,12264.0,12055.0,11013.0,13156.0,11696.0,12554.0,12829.0,72.0,10448.0,13156.0,11716.6,12482.0
France,2020-03-22,12,weekly,10252.0,10368.0,11226.0,11529.0,11000.0,11901.0,11867.0,10722.0,12687.0,11548.0,13939.0,12491.0,585.0,10252.0,12687.0,11310.0,13354.0
France,2020-03-29,13,weekly,10249.0,10274.0,11003.0,11141.0,10358.0,11684.0,11978.0,10795.0,12443.0,11312.0,16188.0,12822.0,1932.0,10249.0,12443.0,11123.7,14256.0
France,2020-04-05,14,weekly,10351.0,10111.0,10796.0,11137.0,10799.0,11130.0,11614.0,10674.0,12014.0,11469.0,18805.0,12109.0,5473.0,10111.0,12014.0,11009.5,13332.0
France,2020-04-12,15,weekly,10380.0,9650.0,10715.0,11148.0,10236.0,11239.0,11231.0,10664.0,11716.0,11018.0,17563.0,,6315.0,9650.0,11716.0,10799.7,11248.0
France,2020-04-19,16,weekly,10211.0,10361.0,10768.0,10600.0,10253.0,10884.0,10694.0,10675.0,11603.0,11283.0,15396.0,,5298.0,10211.0,11603.0,10733.2,10098.0
France,2020-04-26,17,weekly,10073.0,10030.0,10703.0,10380.0,10375.0,10790.0,10725.0,11027.0,10788.0,11257.0,12821.0,,3136.0,10030.0,11257.0,10614.8,9685.0
France,2020-05-03,18,weekly,9721.0,10142.0,10303.0,10121.0,10068.0,10593.0,10831.0,10881.0,10696.0,10884.0,11260.0,,2068.0,9721.0,10884.0,10424.0,9192.0
France,2020-05-10,19,weekly,9795.0,9857.0,10462.0,9925.0,10250.0,10480.0,10697.0,10691.0,10332.0,10996.0,11030.0,,1485.0,9795.0,10996.0,10348.5,9545.0
France,2020-05-17,20,weekly,10428.0,9535.0,9910.0,10123.0,10132.0,10110.0,10542.0,10635.0,10399.0,10980.0,10755.0,,1730.0,9535.0,10980.0,10279.4,9025.0
France,2020-05-24,21,weekly,10227.0,9559.0,10195.0,9920.0,10205.0,10026.0,10461.0,10604.0,10781.0,10783.0,11116.0,,259.0,9559.0,10783.0,10276.1,10857.0
France,2020-05-31,22,weekly,10267.0,9690.0,9985.0,10183.0,9742.0,10137.0,10043.0,10145.0,10512.0,10491.0,10434.0,,433.0,9690.0,10512.0,10119.5,10001.0
France,2020-06-07,23,weekly,9576.0,9348.0,9315.0,10475.0,10247.0,10416.0,10291.0,9851.0,10138.0,10342.0,10392.0,,353.0,9315.0,10475.0,9999.9,10039.0
France,2020-06-14,24,weekly,9308.0,9671.0,9648.0,9848.0,10061.0,10172.0,9904.0,10091.0,9978.0,10321.0,10360.0,,253.0,9308.0,10321.0,9900.2,10107.0
France,2020-06-21,25,weekly,10016.0,9505.0,9823.0,9809.0,9626.0,9862.0,10404.0,10864.0,10203.0,10494.0,10427.0,,233.0,9505.0,10864.0,10060.6,10194.0
France,2020-06-28,26,weekly,10328.0,10004.0,10169.0,9410.0,9574.0,10160.0,10073.0,9677.0,10894.0,11127.0,11111.0,,137.0,9410.0,11127.0,10141.6,10974.0
France,2020-07-05,27,weekly,9867.0,9656.0,9567.0,9837.0,9712.0,11190.0,10440.0,10584.0,10777.0,10742.0,10020.0,,114.0,9567.0,11190.0,10237.2,9906.0
France,2020-07-12,28,weekly,9402.0,9433.0,9317.0,10126.0,9466.0,10315.0,10156.0,10109.0,10255.0,10258.0,10316.0,,117.0,9317.0,10315.0,9883.7,10199.0
France,2020-07-19,29,weekly,9391.0,9405.0,9747.0,10042.0,10306.0,10181.0,10914.0,10289.0,10509.0,10330.0,10129.0,,146.0,9391.0,10914.0,10111.4,9983.0
France,2020-07-26,30,weekly,9387.0,9521.0,10337.0,10242.0,9907.0,9911.0,9838.0,10172.0,10923.0,11339.0,10542.0,,38.0,9387.0,11339.0,10157.7,10504.0
France,2020-08-02,31,weekly,9282.0,9940.0,9537.0,9586.0,9784.0,9698.0,9807.0,10405.0,10765.0,10108.0,10866.0,,72.0,9282.0,10765.0,9891.2,10794.0
France,2020-08-09,32,weekly,9365.0,9265.0,9631.0,9237.0,9759.0,10478.0,9820.0,9918.0,10731.0,10346.0,10748.0,,61.0,9237.0,10731.0,9855.0,10687.0
