location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,stringency_index,people_vaccinated,people_fully_vaccinated,population,people_vaccinated_percent,people_fully_vaccinated_percent,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Serbia,2020-01-31,1,monthly,,,,,,8259.0,9529.0,13385.0,9296.0,8672.0,8706.0,10417.0,,,,,,,,8259.0,13385.0,9828.2,
Serbia,2020-02-29,2,monthly,,,,,,9307.0,8428.0,9001.0,9771.0,9793.0,9122.0,10166.0,0.0,13.89,,,6804596.0,,,8428.0,9793.0,9260.0,9122.0
Serbia,2020-03-31,3,monthly,,,,,,10149.0,8685.0,8731.0,9824.0,8933.0,8189.0,12952.0,16.0,56.95967741935484,,,6804596.0,,,8685.0,10149.0,9264.4,8173.0
Serbia,2020-04-30,4,monthly,,,,,,9237.0,8212.0,8455.0,8203.0,8256.0,8625.0,,163.0,98.4886666666667,,,6804596.0,,,8203.0,9237.0,8472.6,8462.0
Serbia,2020-05-31,5,monthly,,,,,,7948.0,8366.0,8294.0,7778.0,8950.0,8602.0,,64.0,70.42870967741932,,,6804596.0,,,7778.0,8950.0,8267.2,8538.0
Serbia,2020-06-30,6,monthly,,,,,,8177.0,7812.0,7861.0,7403.0,7705.0,8325.0,,34.0,30.27999999999998,,,6804596.0,,,7403.0,8177.0,7791.6,8291.0
Serbia,2020-07-31,7,monthly,,,,,,8752.0,7767.0,7669.0,7877.0,8322.0,10023.0,,296.0,48.20935483870966,,,6804596.0,,,7669.0,8752.0,8077.4,9727.0
Serbia,2020-08-31,8,monthly,,,,,,7436.0,7566.0,7986.0,7920.0,7620.0,8730.0,,140.0,57.07903225806449,,,6804596.0,,,7436.0,7986.0,7705.6,8590.0
Serbia,2020-09-30,9,monthly,,,,,,7811.0,7483.0,7204.0,7620.0,7476.0,8123.0,,36.0,54.63000000000004,,,6804596.0,,,7204.0,7811.0,7518.8,8087.0
Serbia,2020-10-31,10,monthly,,,,,,8157.0,8612.0,8456.0,8702.0,8441.0,8353.0,,71.0,54.00225806451613,,,6804596.0,,,8157.0,8702.0,8473.6,8282.0
Serbia,2020-11-30,11,monthly,,,,,,8643.0,8406.0,8026.0,8288.0,7992.0,10835.0,,784.0,55.340333333333355,,,6804596.0,,,7992.0,8643.0,8271.0,10051.0
Serbia,2020-12-31,12,monthly,,,,,,10389.0,9968.0,8654.0,8973.0,9971.0,17321.0,,1607.0,60.19000000000004,,,6804596.0,,,8654.0,10389.0,9591.0,15714.0
