location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,stringency_index,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Denmark,2020-01-05,1,weekly,1159.0,1244.0,1089.0,1307.0,1025.0,1127.0,1103.0,1113.0,1134.0,1130.0,1117.0,1232.0,,,1025.0,1307.0,1143.1,
Denmark,2020-01-12,2,weekly,1127.0,1099.0,1083.0,1201.0,1017.0,1108.0,1065.0,1111.0,1136.0,1155.0,1150.0,1213.0,,,1017.0,1201.0,1110.2,
Denmark,2020-01-19,3,weekly,1120.0,1093.0,1052.0,1184.0,1050.0,1093.0,1046.0,1099.0,1156.0,1118.0,1071.0,1269.0,,,1046.0,1184.0,1101.1,
Denmark,2020-01-26,4,weekly,1058.0,1086.0,1142.0,1152.0,1015.0,1068.0,1124.0,1104.0,1119.0,1085.0,1033.0,1216.0,,,1015.0,1152.0,1095.3,
Denmark,2020-02-02,5,weekly,1102.0,1067.0,983.0,1247.0,1055.0,1086.0,1083.0,1211.0,1157.0,1209.0,1094.0,1205.0,0.0,0.0,983.0,1247.0,1120.0,1094.0
Denmark,2020-02-09,6,weekly,1128.0,1055.0,1080.0,1237.0,1053.0,1118.0,1040.0,1100.0,1186.0,1250.0,1079.0,1112.0,0.0,0.0,1040.0,1250.0,1124.7,1079.0
Denmark,2020-02-16,7,weekly,1135.0,1124.0,1086.0,1229.0,1114.0,1106.0,1062.0,1228.0,1265.0,1176.0,1059.0,1061.0,0.0,0.0,1062.0,1265.0,1152.5,1059.0
Denmark,2020-02-23,8,weekly,1177.0,1035.0,1106.0,1143.0,1020.0,1131.0,1124.0,1156.0,1260.0,1110.0,1034.0,969.0,0.0,0.0,1020.0,1260.0,1126.2,1034.0
Denmark,2020-03-01,9,weekly,1182.0,1117.0,1067.0,1201.0,997.0,1177.0,1143.0,1179.0,1323.0,1090.0,1025.0,974.0,0.0,6.348571428571428,997.0,1323.0,1147.6,1025.0
Denmark,2020-03-08,10,weekly,1128.0,1089.0,974.0,1119.0,993.0,1210.0,1149.0,1101.0,1337.0,1051.0,1061.0,1051.0,0.0,21.430000000000003,974.0,1337.0,1115.1,1061.0
Denmark,2020-03-15,11,weekly,1067.0,1087.0,1024.0,1088.0,998.0,1184.0,1159.0,1132.0,1253.0,1063.0,1066.0,966.0,2.0,46.82428571428572,998.0,1253.0,1105.5,1064.0
Denmark,2020-03-22,12,weekly,1095.0,1006.0,1029.0,1107.0,1004.0,1086.0,1074.0,1126.0,1286.0,1039.0,1140.0,1029.0,11.0,70.36857142857143,1004.0,1286.0,1085.2,1129.0
Denmark,2020-03-29,13,weekly,1056.0,1071.0,1023.0,1117.0,989.0,1093.0,1084.0,1041.0,1186.0,1022.0,1112.0,971.0,59.0,72.22000000000001,989.0,1186.0,1068.2,1053.0
