location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,stringency_index,people_vaccinated,people_fully_vaccinated,population,people_vaccinated_percent,people_fully_vaccinated_percent,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Canada,2021-01-10,1,weekly,4955.0,5460.0,5000.0,6045.0,5430.0,6255.0,5250.0,6170.0,6605.0,6055.0,6165.0,6485.0,1068.0,73.3442857142857,223258.57142857142,1885.2,37742157.0,0.5915363327765591,0.004994945042489225,4955.0,6605.0,5722.5,5417.0
Canada,2021-01-17,2,weekly,4895.0,5145.0,4995.0,5925.0,5675.0,6190.0,5470.0,6225.0,6630.0,5940.0,6195.0,6520.0,1032.0,75.46,451166.14285714284,12828.57142857143,37742157.0,1.195390456505024,0.033990032494887426,4895.0,6630.0,5709.0,5488.0
Canada,2021-01-24,3,weekly,4780.0,5210.0,5180.0,5830.0,5320.0,6045.0,5330.0,6285.0,6545.0,5985.0,6110.0,6465.0,1013.0,75.46,687466.4285714285,40779.28571428572,37742157.0,1.8214815559466528,0.10804704594463352,4780.0,6545.0,5651.0,5452.0
Canada,2021-01-31,4,weekly,4630.0,5135.0,5105.0,5520.0,5245.0,5685.0,5415.0,6060.0,6415.0,5935.0,6135.0,6340.0,922.0,75.46,818317.7142857143,90595.71428571429,37742157.0,2.1681795088863476,0.2400385178984717,4630.0,6415.0,5514.5,5418.0
Canada,2021-02-07,5,weekly,4695.0,5035.0,4865.0,5475.0,5165.0,5745.0,5230.0,5855.0,6200.0,5850.0,5820.0,6180.0,719.0,75.46,879821.1428571428,144435.42857142858,37742157.0,2.3311363546528163,0.38268991507673655,4695.0,6200.0,5411.5,5461.0
Canada,2021-02-14,6,weekly,4695.0,5050.0,4960.0,5180.0,5155.0,5655.0,5240.0,6025.0,6015.0,5795.0,5870.0,5840.0,501.0,75.46,942633.1428571428,245087.42857142858,37742157.0,2.497560335137027,0.649373136176156,4695.0,6025.0,5377.0,5339.0
Canada,2021-02-21,7,weekly,4795.0,5080.0,4825.0,5305.0,5190.0,5535.0,5430.0,5870.0,5990.0,5850.0,5705.0,5740.0,414.0,75.46,1011169.2857142857,364849.28571428574,37742157.0,2.6791507589624137,0.9666890149237781,4795.0,5990.0,5387.0,5326.0
Canada,2021-02-28,8,weekly,4705.0,5055.0,4875.0,5050.0,5150.0,5535.0,5495.0,5710.0,6020.0,5785.0,5655.0,5545.0,315.0,75.46,1225684.5714285714,493572.4285714286,37742157.0,3.247521257008632,1.3077483318492595,4705.0,6020.0,5338.0,5230.0
Canada,2021-03-07,9,weekly,4745.0,4950.0,4925.0,5060.0,5105.0,5555.0,5585.0,5550.0,5775.0,5725.0,5765.0,5315.0,244.0,75.46,1615125.857142857,555951.2857142857,37742157.0,4.2793681801039005,1.473024675601571,4745.0,5775.0,5297.5,5071.0
Canada,2021-03-14,10,weekly,4720.0,5130.0,4865.0,4930.0,5025.0,5415.0,5445.0,5600.0,5905.0,5735.0,5750.0,5085.0,221.0,74.40285714285713,2149065.285714286,586443.7142857143,37742157.0,5.6940711833568125,1.5538161061799258,4720.0,5905.0,5277.0,4864.0
Canada,2021-03-21,11,weekly,4700.0,5005.0,4840.0,4905.0,5115.0,5330.0,5360.0,5630.0,5655.0,5650.0,5670.0,4820.0,201.0,71.76,2947979.714285714,615623.1428571428,37742157.0,7.810840578840563,1.6311286682876731,4700.0,5655.0,5219.0,4619.0
Canada,2021-03-28,12,weekly,4775.0,4770.0,4925.0,5035.0,5065.0,5255.0,5480.0,5560.0,5600.0,5620.0,5850.0,,199.0,71.76,3947877.0,649840.0,37742157.0,10.46012553018631,1.721788185026097,4770.0,5620.0,5208.5,
Canada,2021-04-04,13,weekly,4770.0,4995.0,4745.0,4885.0,5140.0,5260.0,5325.0,5485.0,5685.0,5565.0,5915.0,,205.0,73.87428571428572,5171968.857142857,691823.4285714285,37742157.0,13.703426799753013,1.8330256762257346,4745.0,5685.0,5185.5,
Canada,2021-04-11,14,weekly,4510.0,4815.0,4750.0,4915.0,4940.0,5055.0,5280.0,5400.0,5585.0,5535.0,6285.0,,234.0,75.46,6515033.714285715,761666.4285714285,37742157.0,17.26195382602461,2.0180786926709793,4510.0,5585.0,5078.5,
Canada,2021-04-18,15,weekly,4710.0,4655.0,4825.0,4930.0,5060.0,5265.0,5185.0,5260.0,5540.0,5555.0,6560.0,,317.0,75.46,8325352.571428572,863600.0,37742157.0,22.05849700489713,2.288157510446475,4655.0,5555.0,5098.5,
Canada,2021-04-25,16,weekly,4735.0,4715.0,4775.0,4915.0,5035.0,5120.0,5155.0,5230.0,5365.0,5570.0,6605.0,,339.0,75.46,10176496.714285715,975903.5714285715,37742157.0,26.96320910934082,2.5857122353356,4715.0,5570.0,5061.5,
Canada,2021-05-02,17,weekly,4670.0,4715.0,4725.0,4760.0,4930.0,5050.0,5080.0,5240.0,5450.0,5425.0,6915.0,,319.0,75.46,12024979.857142856,1079062.4285714286,37742157.0,31.860870742344844,2.85903751757333,4670.0,5450.0,5004.5,
Canada,2021-05-09,18,weekly,4425.0,4680.0,4755.0,4775.0,4995.0,5070.0,5200.0,5285.0,5385.0,5515.0,6870.0,,308.0,75.46,13764169.857142856,1196297.142857143,37742157.0,36.46895395285134,3.1696575870243526,4425.0,5515.0,5008.5,
Canada,2021-05-16,19,weekly,4530.0,4650.0,4590.0,4960.0,4930.0,4955.0,4990.0,5210.0,5270.0,5400.0,6415.0,,327.0,75.46,15984834.285714285,1339121.5714285714,37742157.0,42.35273115342688,3.5480790656150667,4530.0,5400.0,4948.5,
Canada,2021-05-23,20,weekly,4425.0,4625.0,4655.0,4505.0,4855.0,4830.0,4900.0,4970.0,5180.0,5360.0,6095.0,,302.0,75.46,18357084.42857143,1536537.5714285714,37742157.0,48.63814335935127,4.071144029814119,4425.0,5360.0,4830.5,
Canada,2021-05-30,21,weekly,4480.0,4355.0,4635.0,4495.0,4725.0,4865.0,4870.0,4980.0,5140.0,5325.0,5885.0,,267.0,74.93142857142857,20569188.85714286,1823036.857142857,37742157.0,54.499240351161845,4.83024024605392,4355.0,5325.0,4787.0,
Canada,2021-06-06,22,weekly,4385.0,4500.0,4430.0,4575.0,4655.0,4625.0,4845.0,4880.0,5060.0,5190.0,5865.0,,221.0,73.61,22530993.714285713,2433682.0,37742157.0,59.69715433668964,6.448179419104212,4385.0,5190.0,4714.5,
Canada,2021-06-13,23,weekly,4415.0,4505.0,4420.0,4570.0,4645.0,4685.0,4680.0,5045.0,5065.0,5170.0,5540.0,,201.0,73.61,23994393.0,3756301.285714286,37742157.0,63.57451430240195,9.952534736460043,4415.0,5170.0,4720.0,
Canada,2021-06-20,24,weekly,4325.0,4525.0,4420.0,4415.0,4670.0,4625.0,4680.0,4900.0,5055.0,5240.0,5190.0,,160.0,73.61,24859878.0,6011024.142857143,37742157.0,65.8676662279795,15.92655168822795,4325.0,5240.0,4685.5,
Canada,2021-06-27,25,weekly,4245.0,4315.0,4420.0,4510.0,4620.0,4660.0,4830.0,4790.0,5070.0,5005.0,5265.0,,48.0,,25181341.0,7404928.0,37742157.0,66.7194008016023,19.619779547840892,4245.0,5070.0,4646.5,
Canada,2021-07-04,26,weekly,4220.0,4245.0,4360.0,4365.0,4670.0,4610.0,4805.0,4950.0,5015.0,5020.0,5280.0,,,,,,,,,4220.0,5020.0,4626.0,
Canada,2021-07-11,27,weekly,4685.0,4390.0,4480.0,4610.0,4650.0,4625.0,4730.0,4905.0,5125.0,5140.0,5145.0,,,,,,,,,4390.0,5140.0,4734.0,
Canada,2021-07-18,28,weekly,4390.0,4370.0,4450.0,4490.0,4530.0,4575.0,4660.0,4830.0,5065.0,5150.0,5390.0,,,,,,,,,4370.0,5150.0,4651.0,
Canada,2021-07-25,29,weekly,4350.0,4455.0,4405.0,4740.0,4505.0,4550.0,4720.0,4860.0,4780.0,5055.0,5260.0,,,,,,,,,4350.0,5055.0,4642.0,
Canada,2021-08-01,30,weekly,4310.0,4305.0,4280.0,4350.0,4510.0,4730.0,4755.0,4915.0,4935.0,5060.0,5255.0,,,,,,,,,4280.0,5060.0,4615.0,
Canada,2021-08-08,31,weekly,4195.0,4340.0,4490.0,4455.0,4515.0,4520.0,4700.0,4860.0,4940.0,4930.0,5215.0,,,,,,,,,4195.0,4940.0,4594.5,
Canada,2021-08-15,32,weekly,4300.0,4255.0,4525.0,4390.0,4605.0,4515.0,4895.0,4950.0,4935.0,4950.0,5225.0,,,,,,,,,4255.0,4950.0,4632.0,
Canada,2021-08-22,33,weekly,4425.0,4365.0,4390.0,4415.0,4480.0,4635.0,4885.0,4750.0,4960.0,5045.0,5400.0,,,,,,,,,4365.0,5045.0,4635.0,
Canada,2021-08-29,34,weekly,4355.0,4400.0,4415.0,4395.0,4625.0,4600.0,4735.0,4900.0,4865.0,5040.0,5415.0,,,,,,,,,4355.0,5040.0,4633.0,
