location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,stringency_index,people_vaccinated,people_fully_vaccinated,population,people_vaccinated_percent,people_fully_vaccinated_percent,deaths_min,deaths_max,deaths_mean,deaths_noncovid
South Korea,2020-01-05,1,weekly,5036.0,5455.0,5309.0,5290.0,5310.0,5699.0,5500.0,5958.0,7000.0,6292.0,6433.0,6156.0,,,,,,,,5036.0,7000.0,5684.9,
South Korea,2020-01-12,2,weekly,4988.0,5392.0,5377.0,5541.0,5157.0,5622.0,5569.0,5891.0,7135.0,6410.0,6317.0,6264.0,,,,,,,,4988.0,7135.0,5708.2,
South Korea,2020-01-19,3,weekly,4937.0,5447.0,5327.0,5356.0,5316.0,5551.0,5595.0,5751.0,7370.0,6169.0,6400.0,6112.0,,,,,,,,4937.0,7370.0,5681.9,
South Korea,2020-01-26,4,weekly,4899.0,5159.0,5521.0,5435.0,5274.0,5601.0,5659.0,5720.0,7014.0,6056.0,6483.0,5766.0,0.0,0.0,,,51269183.0,,,4899.0,7014.0,5633.8,6483.0
South Korea,2020-02-02,5,weekly,4787.0,5188.0,5903.0,5322.0,5426.0,5588.0,5717.0,6003.0,6888.0,5876.0,6430.0,5984.0,0.0,4.365714285714286,,,51269183.0,,,4787.0,6888.0,5669.8,6430.0
South Korea,2020-02-09,6,weekly,4667.0,5294.0,6083.0,5200.0,5643.0,5617.0,5915.0,5718.0,6392.0,5628.0,6426.0,5678.0,0.0,30.289999999999996,,,51269183.0,,,4667.0,6392.0,5615.7,6426.0
South Korea,2020-02-16,7,weekly,4916.0,5199.0,6116.0,5531.0,5697.0,5738.0,6053.0,5720.0,6094.0,5672.0,6158.0,5936.0,0.0,31.479999999999997,,,51269183.0,,,4916.0,6116.0,5673.6,6158.0
South Korea,2020-02-23,8,weekly,4992.0,5157.0,6036.0,5407.0,5892.0,5784.0,6028.0,5636.0,6211.0,5844.0,5968.0,5739.0,6.0,38.09428571428571,,,51269183.0,,,4992.0,6211.0,5698.7,5962.0
South Korea,2020-03-01,9,weekly,4897.0,5087.0,5790.0,5897.0,5928.0,6070.0,6105.0,5554.0,5938.0,5683.0,6011.0,5563.0,11.0,55.56,,,51269183.0,,,4897.0,6105.0,5694.9,6000.0
South Korea,2020-03-08,10,weekly,4719.0,5049.0,5560.0,5884.0,5771.0,6090.0,5679.0,5440.0,5940.0,5840.0,5957.0,,33.0,55.56,,,51269183.0,,,4719.0,6090.0,5597.2,5924.0
South Korea,2020-03-15,11,weekly,4899.0,4962.0,5415.0,5457.0,5489.0,6050.0,5653.0,5625.0,5739.0,5511.0,5927.0,,25.0,55.56,,,51269183.0,,,4899.0,6050.0,5480.0,5902.0
South Korea,2020-03-22,12,weekly,4929.0,5008.0,5288.0,5262.0,5483.0,6040.0,5550.0,5342.0,5508.0,5622.0,5837.0,,36.0,60.45285714285715,,,51269183.0,,,4929.0,6040.0,5403.2,5801.0
South Korea,2020-03-29,13,weekly,4921.0,5055.0,5312.0,5195.0,5233.0,5778.0,5522.0,5425.0,5560.0,5690.0,5704.0,,41.0,75.92999999999999,,,51269183.0,,,4921.0,5778.0,5369.1,5663.0
South Korea,2020-04-05,14,weekly,5033.0,4952.0,5148.0,5277.0,5081.0,5801.0,5456.0,5550.0,5573.0,5627.0,5644.0,,31.0,76.72142857142858,,,51269183.0,,,4952.0,5801.0,5349.8,5613.0
South Korea,2020-04-12,15,weekly,4878.0,4965.0,5243.0,5187.0,5067.0,5545.0,5173.0,5295.0,5632.0,5593.0,5871.0,,31.0,82.40999999999998,,,51269183.0,,,4878.0,5632.0,5257.8,5840.0
South Korea,2020-04-19,16,weekly,4833.0,4927.0,5242.0,5209.0,5145.0,5380.0,5408.0,5475.0,5621.0,5702.0,5741.0,,20.0,79.7642857142857,,,51269183.0,,,4833.0,5702.0,5294.2,5721.0
South Korea,2020-04-26,17,weekly,4840.0,4965.0,5004.0,5148.0,5052.0,5453.0,5195.0,5338.0,5471.0,5370.0,5575.0,,9.0,43.519999999999996,,,51269183.0,,,4840.0,5471.0,5183.6,5566.0
South Korea,2020-05-03,18,weekly,5025.0,5016.0,5126.0,5139.0,4996.0,5481.0,5379.0,5502.0,5519.0,5447.0,5978.0,,9.0,43.519999999999996,,,51269183.0,,,4996.0,5519.0,5263.0,5969.0
South Korea,2020-05-10,19,weekly,4859.0,4790.0,4906.0,5078.0,4910.0,5129.0,5236.0,5312.0,5477.0,5612.0,5526.0,,4.0,43.519999999999996,,,51269183.0,,,4790.0,5612.0,5130.9,5522.0
South Korea,2020-05-17,20,weekly,4874.0,4980.0,4762.0,4999.0,5165.0,5202.0,5166.0,5285.0,5451.0,5762.0,5436.0,,7.0,43.519999999999996,,,51269183.0,,,4762.0,5762.0,5164.6,5429.0
South Korea,2020-05-24,21,weekly,4688.0,4646.0,4868.0,4892.0,4965.0,5069.0,5209.0,5327.0,5312.0,5427.0,5493.0,,4.0,40.870000000000005,,,51269183.0,,,4646.0,5427.0,5040.3,5489.0
South Korea,2020-05-31,22,weekly,4890.0,5035.0,4771.0,4741.0,5070.0,5242.0,5014.0,5334.0,5436.0,5536.0,5380.0,,4.0,46.35857142857143,,,51269183.0,,,4741.0,5536.0,5106.9,5376.0
South Korea,2020-06-07,23,weekly,4972.0,4983.0,4787.0,4730.0,4827.0,5129.0,4943.0,5023.0,5439.0,5401.0,5633.0,,2.0,55.09000000000002,,,51269183.0,,,4730.0,5439.0,5023.4,5631.0
