location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Israel,2020-01-05,1,weekly,832.0,952.0,852.0,918.0,918.0,936.0,1012.0,1128.0,1011.0,969.0,1091.0,1205.0,,832.0,1128.0,952.8,
Israel,2020-01-12,2,weekly,844.0,916.0,901.0,892.0,904.0,1020.0,1019.0,1156.0,999.0,1077.0,1010.0,1243.0,,844.0,1156.0,972.8,
Israel,2020-01-19,3,weekly,862.0,837.0,920.0,1023.0,948.0,988.0,945.0,1092.0,1016.0,1125.0,1099.0,1269.0,,837.0,1125.0,975.6,
Israel,2020-01-26,4,weekly,852.0,932.0,910.0,978.0,839.0,1068.0,956.0,1073.0,1006.0,1141.0,1001.0,1280.0,,839.0,1141.0,975.5,
Israel,2020-02-02,5,weekly,776.0,939.0,945.0,963.0,891.0,1071.0,1097.0,1030.0,1015.0,1066.0,991.0,1233.0,,776.0,1097.0,979.3,
Israel,2020-02-09,6,weekly,913.0,887.0,1018.0,970.0,891.0,1049.0,1077.0,1091.0,989.0,1054.0,944.0,1154.0,,887.0,1091.0,993.9,
Israel,2020-02-16,7,weekly,860.0,864.0,904.0,959.0,1029.0,1040.0,1007.0,908.0,1010.0,973.0,964.0,1052.0,,860.0,1040.0,955.4,
Israel,2020-02-23,8,weekly,754.0,847.0,970.0,930.0,938.0,1019.0,905.0,991.0,974.0,1033.0,989.0,935.0,0.0,754.0,1033.0,936.1,989.0
Israel,2020-03-01,9,weekly,839.0,825.0,1004.0,887.0,911.0,984.0,896.0,980.0,934.0,1010.0,903.0,,0.0,825.0,1010.0,927.0,903.0
Israel,2020-03-08,10,weekly,807.0,844.0,951.0,921.0,986.0,1023.0,838.0,927.0,909.0,1003.0,930.0,,0.0,807.0,1023.0,920.9,930.0
Israel,2020-03-15,11,weekly,759.0,845.0,943.0,971.0,906.0,955.0,833.0,919.0,907.0,996.0,965.0,,0.0,759.0,996.0,903.4,965.0
Israel,2020-03-22,12,weekly,757.0,825.0,952.0,833.0,911.0,830.0,789.0,885.0,868.0,943.0,892.0,,1.0,757.0,952.0,859.3,891.0
Israel,2020-03-29,13,weekly,788.0,886.0,878.0,808.0,842.0,935.0,810.0,903.0,872.0,925.0,982.0,,15.0,788.0,935.0,864.7,967.0
Israel,2020-04-05,14,weekly,762.0,816.0,953.0,754.0,787.0,883.0,930.0,833.0,846.0,852.0,1029.0,,40.0,754.0,953.0,841.6,989.0
Israel,2020-04-12,15,weekly,732.0,827.0,833.0,760.0,852.0,811.0,830.0,856.0,790.0,892.0,877.0,,53.0,732.0,892.0,818.3,824.0
Israel,2020-04-19,16,weekly,720.0,796.0,789.0,704.0,809.0,754.0,832.0,854.0,803.0,880.0,927.0,,65.0,704.0,880.0,794.1,862.0
Israel,2020-04-26,17,weekly,694.0,698.0,766.0,790.0,790.0,822.0,834.0,912.0,799.0,894.0,900.0,,30.0,694.0,912.0,799.9,870.0
Israel,2020-05-03,18,weekly,725.0,747.0,803.0,871.0,774.0,773.0,765.0,758.0,812.0,971.0,831.0,,31.0,725.0,971.0,799.9,800.0
Israel,2020-05-10,19,weekly,694.0,773.0,732.0,769.0,770.0,848.0,746.0,848.0,797.0,847.0,857.0,,20.0,694.0,848.0,782.4,837.0
Israel,2020-05-17,20,weekly,688.0,774.0,781.0,714.0,718.0,777.0,769.0,794.0,820.0,846.0,847.0,,20.0,688.0,846.0,768.1,827.0
Israel,2020-05-24,21,weekly,635.0,743.0,720.0,752.0,749.0,822.0,780.0,736.0,818.0,838.0,961.0,,7.0,635.0,838.0,759.3,954.0
Israel,2020-05-31,22,weekly,674.0,698.0,740.0,737.0,764.0,757.0,799.0,792.0,763.0,829.0,837.0,,5.0,674.0,829.0,755.3,832.0
Israel,2020-06-07,23,weekly,697.0,753.0,702.0,710.0,751.0,725.0,748.0,820.0,820.0,758.0,810.0,,13.0,697.0,820.0,748.4,797.0
Israel,2020-06-14,24,weekly,691.0,674.0,691.0,675.0,716.0,718.0,765.0,735.0,718.0,829.0,785.0,,5.0,674.0,829.0,721.2,780.0
Israel,2020-06-21,25,weekly,731.0,745.0,709.0,744.0,725.0,751.0,736.0,740.0,821.0,771.0,792.0,,3.0,709.0,821.0,747.3,789.0
Israel,2020-06-28,26,weekly,638.0,672.0,754.0,697.0,697.0,767.0,736.0,797.0,762.0,731.0,779.0,,18.0,638.0,797.0,725.1,761.0
Israel,2020-07-05,27,weekly,605.0,668.0,724.0,700.0,735.0,770.0,734.0,768.0,788.0,790.0,778.0,,15.0,605.0,790.0,728.2,763.0
Israel,2020-07-12,28,weekly,663.0,662.0,718.0,709.0,742.0,743.0,759.0,760.0,812.0,718.0,836.0,,39.0,662.0,812.0,728.6,797.0
Israel,2020-07-19,29,weekly,714.0,728.0,724.0,700.0,770.0,733.0,739.0,759.0,779.0,776.0,836.0,,56.0,700.0,779.0,742.2,780.0
Israel,2020-07-26,30,weekly,723.0,707.0,693.0,695.0,743.0,782.0,773.0,795.0,798.0,802.0,816.0,,69.0,693.0,802.0,751.1,747.0
Israel,2020-08-02,31,weekly,806.0,704.0,703.0,684.0,746.0,723.0,806.0,768.0,752.0,778.0,937.0,,84.0,684.0,806.0,747.0,853.0
Israel,2020-08-09,32,weekly,695.0,718.0,720.0,756.0,713.0,864.0,730.0,754.0,774.0,797.0,859.0,,77.0,695.0,864.0,752.1,782.0
Israel,2020-08-16,33,weekly,752.0,744.0,721.0,773.0,711.0,742.0,775.0,747.0,780.0,789.0,943.0,,98.0,711.0,789.0,753.4,845.0
Israel,2020-08-23,34,weekly,729.0,690.0,748.0,751.0,737.0,816.0,750.0,730.0,831.0,750.0,911.0,,78.0,690.0,831.0,753.2,833.0
Israel,2020-08-30,35,weekly,762.0,688.0,704.0,735.0,740.0,747.0,750.0,754.0,799.0,841.0,899.0,,88.0,688.0,841.0,752.0,811.0
Israel,2020-09-06,36,weekly,738.0,721.0,721.0,696.0,712.0,763.0,754.0,737.0,805.0,784.0,895.0,,107.0,696.0,805.0,743.1,788.0
Israel,2020-09-13,37,weekly,769.0,687.0,702.0,745.0,722.0,761.0,742.0,723.0,787.0,798.0,963.0,,118.0,687.0,798.0,743.6,845.0
Israel,2020-09-20,38,weekly,722.0,702.0,799.0,737.0,782.0,800.0,768.0,737.0,798.0,757.0,1004.0,,148.0,702.0,800.0,760.2,856.0
Israel,2020-09-27,39,weekly,759.0,692.0,694.0,689.0,757.0,749.0,767.0,788.0,782.0,817.0,1026.0,,200.0,689.0,817.0,749.4,826.0
Israel,2020-10-04,40,weekly,715.0,778.0,736.0,739.0,767.0,784.0,802.0,763.0,783.0,797.0,1010.0,,245.0,715.0,802.0,766.4,765.0
Israel,2020-10-11,41,weekly,712.0,649.0,710.0,740.0,811.0,798.0,792.0,784.0,814.0,802.0,1112.0,,266.0,649.0,814.0,761.2,846.0
Israel,2020-10-18,42,weekly,748.0,699.0,748.0,772.0,809.0,831.0,756.0,865.0,807.0,851.0,1080.0,,233.0,699.0,865.0,788.6,847.0
Israel,2020-10-25,43,weekly,740.0,744.0,771.0,787.0,799.0,788.0,791.0,826.0,877.0,809.0,1047.0,,193.0,740.0,877.0,793.2,854.0
Israel,2020-11-01,44,weekly,696.0,722.0,748.0,778.0,773.0,795.0,808.0,819.0,901.0,834.0,927.0,,140.0,696.0,901.0,787.4,787.0
Israel,2020-11-08,45,weekly,733.0,792.0,774.0,784.0,779.0,812.0,800.0,774.0,878.0,907.0,904.0,,103.0,733.0,907.0,803.3,801.0
Israel,2020-11-15,46,weekly,705.0,785.0,761.0,733.0,819.0,863.0,820.0,879.0,843.0,855.0,811.0,,61.0,705.0,879.0,806.3,750.0
Israel,2020-11-22,47,weekly,768.0,822.0,778.0,740.0,771.0,832.0,870.0,827.0,859.0,799.0,929.0,,69.0,740.0,870.0,806.6,860.0
Israel,2020-11-29,48,weekly,818.0,864.0,777.0,751.0,847.0,852.0,982.0,880.0,870.0,909.0,930.0,,51.0,751.0,982.0,855.0,879.0
Israel,2020-12-06,49,weekly,815.0,862.0,786.0,783.0,880.0,791.0,937.0,862.0,865.0,875.0,923.0,,53.0,783.0,937.0,845.6,870.0
Israel,2020-12-13,50,weekly,885.0,856.0,806.0,806.0,875.0,946.0,1001.0,913.0,899.0,941.0,965.0,,82.0,806.0,1001.0,892.8,883.0
Israel,2020-12-20,51,weekly,883.0,859.0,820.0,918.0,847.0,898.0,962.0,936.0,939.0,932.0,999.0,,100.0,820.0,962.0,899.4,899.0
Israel,2020-12-27,52,weekly,947.0,869.0,897.0,906.0,876.0,954.0,1067.0,919.0,898.0,1033.0,1009.0,,127.0,869.0,1067.0,936.6,882.0
Israel,2021-01-03,53,weekly,,,,,,,,,,,1135.0,,190.0,850.5,1097.5,944.7,945.0
