location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Georgia,2020-01-05,1,weekly,,,,,,1011.0,1079.0,1404.0,1036.0,1228.0,1049.0,,,1011.0,1404.0,1151.6,
Georgia,2020-01-12,2,weekly,,,,,,1036.0,1119.0,1249.0,910.0,1153.0,981.0,,,910.0,1249.0,1093.4,
Georgia,2020-01-19,3,weekly,,,,,,1038.0,1094.0,1113.0,971.0,1117.0,1060.0,,,971.0,1117.0,1066.6,
Georgia,2020-01-26,4,weekly,,,,,,1026.0,1050.0,1068.0,971.0,1022.0,1026.0,,,971.0,1068.0,1027.4,
Georgia,2020-02-02,5,weekly,,,,,,991.0,1187.0,1038.0,964.0,1064.0,1032.0,,,964.0,1187.0,1048.8,
Georgia,2020-02-09,6,weekly,,,,,,994.0,1108.0,1047.0,948.0,963.0,1002.0,,,948.0,1108.0,1012.0,
Georgia,2020-02-16,7,weekly,,,,,,1048.0,1094.0,1055.0,993.0,910.0,999.0,,,910.0,1094.0,1020.0,
Georgia,2020-02-23,8,weekly,,,,,,1078.0,1003.0,1021.0,941.0,983.0,982.0,,,941.0,1078.0,1005.2,
Georgia,2020-03-01,9,weekly,,,,,,1084.0,1028.0,1009.0,918.0,981.0,993.0,,0.0,918.0,1084.0,1004.0,993.0
Georgia,2020-03-08,10,weekly,,,,,,1115.0,956.0,1009.0,912.0,954.0,959.0,,0.0,912.0,1115.0,989.2,959.0
Georgia,2020-03-15,11,weekly,,,,,,1095.0,958.0,998.0,1008.0,919.0,898.0,,0.0,919.0,1095.0,995.6,898.0
Georgia,2020-03-22,12,weekly,,,,,,1034.0,1056.0,954.0,1009.0,947.0,898.0,,0.0,947.0,1056.0,1000.0,898.0
Georgia,2020-03-29,13,weekly,,,,,,1053.0,993.0,921.0,884.0,931.0,814.0,,0.0,884.0,1053.0,956.4,814.0
Georgia,2020-04-05,14,weekly,,,,,,1000.0,967.0,1016.0,913.0,939.0,817.0,,2.0,913.0,1016.0,967.0,815.0
Georgia,2020-04-12,15,weekly,,,,,,986.0,932.0,925.0,966.0,960.0,786.0,,1.0,925.0,986.0,953.8,785.0
Georgia,2020-04-19,16,weekly,,,,,,1060.0,975.0,995.0,870.0,938.0,875.0,,1.0,870.0,1060.0,967.6,874.0
Georgia,2020-04-26,17,weekly,,,,,,1012.0,896.0,931.0,959.0,992.0,845.0,,2.0,896.0,1012.0,958.0,843.0
Georgia,2020-05-03,18,weekly,,,,,,996.0,938.0,962.0,929.0,960.0,871.0,,3.0,929.0,996.0,957.0,868.0
Georgia,2020-05-10,19,weekly,,,,,,912.0,957.0,810.0,872.0,930.0,862.0,,1.0,810.0,957.0,896.2,861.0
Georgia,2020-05-17,20,weekly,,,,,,998.0,941.0,835.0,926.0,894.0,884.0,,2.0,835.0,998.0,918.8,882.0
Georgia,2020-05-24,21,weekly,,,,,,983.0,951.0,854.0,836.0,874.0,864.0,,0.0,836.0,983.0,899.6,864.0
Georgia,2020-05-31,22,weekly,,,,,,921.0,909.0,879.0,805.0,909.0,796.0,,0.0,805.0,921.0,884.6,796.0
Georgia,2020-06-07,23,weekly,,,,,,867.0,860.0,883.0,860.0,901.0,809.0,,1.0,860.0,901.0,874.2,808.0
Georgia,2020-06-14,24,weekly,,,,,,864.0,878.0,821.0,856.0,853.0,826.0,,1.0,821.0,878.0,854.4,825.0
Georgia,2020-06-21,25,weekly,,,,,,865.0,846.0,819.0,837.0,847.0,797.0,,0.0,819.0,865.0,842.8,797.0
Georgia,2020-06-28,26,weekly,,,,,,894.0,873.0,901.0,951.0,832.0,,,1.0,832.0,951.0,890.2,
Georgia,2020-07-05,27,weekly,,,,,,793.0,755.0,828.0,917.0,765.0,,,0.0,755.0,917.0,811.6,
Georgia,2020-07-12,28,weekly,,,,,,837.0,829.0,800.0,811.0,807.0,,,0.0,800.0,837.0,816.8,
Georgia,2020-07-19,29,weekly,,,,,,837.0,857.0,831.0,817.0,768.0,,,0.0,768.0,857.0,822.0,
Georgia,2020-07-26,30,weekly,,,,,,851.0,732.0,788.0,841.0,763.0,,,1.0,732.0,851.0,795.0,
Georgia,2020-08-02,31,weekly,,,,,,948.0,918.0,850.0,859.0,873.0,,,1.0,850.0,948.0,889.6,
Georgia,2020-08-09,32,weekly,,,,,,918.0,1023.0,852.0,753.0,738.0,,,0.0,738.0,1023.0,856.8,
Georgia,2020-08-16,33,weekly,,,,,,943.0,906.0,785.0,768.0,789.0,,,0.0,768.0,943.0,838.2,
